Date,Team 1,Team 2,Winner,Result,Venue
2023-10-17,Delhi,Chhattisgarh,Delhi,Delhi won by 8 wickets,Jaipur
2023-10-17,Hyderabad,Puducherry,Hyderabad,Hyderabad won by 5 wickets,Jaipur
2023-10-17,Jharkhand,Mizoram,Jharkhand,Jharkhand won by 9 wickets,Jaipur
2023-10-17,Meghalaya,Sikkim,Meghalaya,Meghalaya won by 7 wickets,Jaipur
2023-10-19,Hyderabad,Meghalaya,Hyderabad,Hyderabad won by 9 wickets,Jaipur
2023-10-19,Jharkhand,Sikkim,Jharkhand,Jharkhand won by 10 wickets,Jaipur
2023-10-19,Mizoram,Puducherry,Puducherry,Puducherry won by 9 wickets,Jaipur
2023-10-19,Delhi,Haryana,Delhi,Delhi won by 6 wickets,Jaipur
2023-10-21,Delhi,Meghalaya,Delhi,Delhi won by 9 wickets,Jaipur
2023-10-21,Hyderabad,Sikkim,Hyderabad,Hyderabad won by 10 wickets,Jaipur
2023-10-21,Jharkhand,Puducherry,Jharkhand,Jharkhand won by 5 wickets,Jaipur
2023-10-21,Chhattisgarh,Haryana,Haryana,Haryana won by 5 wickets,Jaipur
2023-10-23,Chhattisgarh,Sikkim,Chhattisgarh,Chhattisgarh won by 10 wickets,Jaipur
2023-10-23,Delhi,Puducherry,Delhi,Delhi won by 8 wickets,Jaipur
2023-10-23,Hyderabad,Mizoram,Hyderabad,Hyderabad won by 10 wickets,Jaipur
2023-10-23,Meghalaya,Haryana,Haryana,Haryana won by 8 wickets,Jaipur
2023-10-25,Chhattisgarh,Puducherry,Puducherry,Puducherry won by 8 wickets,Jaipur
2023-10-25,Delhi,Sikkim,Delhi,Delhi won by 10 wickets,Jaipur
2023-10-25,Hyderabad,Jharkhand,Hyderabad,Hyderabad won by 5 wickets,Jaipur
2023-10-25,Meghalaya,Mizoram,Meghalaya,Meghalaya won by 7 wickets,Jaipur
2023-10-27,Delhi,Hyderabad,Delhi,Delhi won by 5 wickets,Jaipur
2023-10-27,Jharkhand,Chhattisgarh,Jharkhand,Jharkhand won by 5 wickets,Jaipur
2023-10-27,Puducherry,Sikkim,Puducherry,Puducherry won by 8 wickets,Jaipur
2023-10-27,Meghalaya,Haryana,Haryana,Haryana won by 7 wickets,Jaipur
2023-10-16,Baroda,Jammu & Kashmir,Baroda,Baroda won by 8 wickets,Mumbai
2023-10-16,Mumbai,Haryana,Mumbai,Mumbai won by 8 wickets,Mumbai
2023-10-16,Meghalaya,Services,Services,Services won by 7 wickets,Mumbai
2023-10-16,Chhattisgarh,Uttarakhand,Uttarakhand,Uttarakhand won by 6 wickets,Mumbai
2023-10-17,Baroda,Services,Baroda,Baroda won by 7 wickets,Mumbai
2023-10-17,Chhattisgarh,Jammu & Kashmir,Jammu & Kashmir,Jammu & Kashmir won by 6 wickets,Mumbai
2023-10-17,Mumbai,Meghalaya,Mumbai,Mumbai won by 9 wickets,Mumbai
2023-10-17,Haryana,Uttarakhand,Haryana,Haryana won by 5 wickets,Mumbai
2023-10-19,Baroda,Meghalaya,Baroda,Baroda won by 9 wickets,Mumbai
2023-10-19,Chhattisgarh,Services,Chhattisgarh,Chhattisgarh won by 6 wickets,Mumbai
2023-10-19,Jammu & Kashmir,Mumbai,Mumbai,Mumbai won by 8 wickets,Mumbai
2023-10-19,Haryana,Uttarakhand,Haryana,Haryana won by 5 wickets,Mumbai
2023-10-21,Baroda,Chhattisgarh,Baroda,Baroda won by 7 wickets,Mumbai
2023-10-21,Jammu & Kashmir,Services,Jammu & Kashmir,Jammu & Kashmir won by 6 wickets,Mumbai
2023-10-21,Meghalaya,Haryana,Haryana,Haryana won by 8 wickets,Mumbai
2023-10-21,Mumbai,Uttarakhand,Mumbai,Mumbai won by 7 wickets,Mumbai
2023-10-23,Baroda,Haryana,Baroda,Baroda won by 7 wickets,Mumbai
2023-10-23,Jammu & Kashmir,Meghalaya,Jammu & Kashmir,Jammu & Kashmir won by 8 wickets,Mumbai
2023-10-23,Mumbai,Services,Mumbai,Mumbai won by 7 wickets,Mumbai
2023-10-23,Chhattisgarh,Uttarakhand,Chhattisgarh,Chhattisgarh won by 6 wickets,Mumbai
2023-10-25,Chhattisgarh,Haryana,Haryana,Haryana won by 7 wickets,Mumbai
2023-10-25,Jammu & Kashmir,Mumbai,Mumbai,Mumbai won by 6 wickets,Mumbai
2023-10-25,Meghalaya,Services,Services,Services won by 6 wickets,Mumbai
2023-10-25,Baroda,Uttarakhand,Baroda,Baroda won by 7 wickets,Mumbai
2023-10-27,Baroda,Mumbai,Mumbai,Mumbai won by 5 wickets,Mumbai
2023-10-27,Chhattisgarh,Meghalaya,Chhattisgarh,Chhattisgarh won by 7 wickets,Mumbai
2023-10-27,Haryana,Services,Haryana,Haryana won by 6 wickets,Mumbai
2023-10-27,Jammu & Kashmir,Uttarakhand,Jammu & Kashmir,Jammu & Kashmir won by 6 wickets,Mumbai
2023-10-16,Bengal,Maharashtra,Bengal,Bengal won by 7 wickets,Mohali
2023-10-16,Odisha,Sikkim,Odisha,Odisha won by 8 wickets,Mohali
2023-10-16,Puducherry,Services,Puducherry,Puducherry won by 7 wickets,Mohali
2023-10-16,Chandigarh,Jharkhand,Chandigarh,Chandigarh won by 6 wickets,Mohali
2023-10-17,Chandigarh,Sikkim,Chandigarh,Chandigarh won by 8 wickets,Mohali
2023-10-17,Jharkhand,Maharashtra,Jharkhand,Jharkhand won by 6 wickets,Mohali
2023-10-17,Odisha,Puducherry,Odisha,Odisha won by 7 wickets,Mohali
2023-10-17,Bengal,Services,Bengal,Bengal won by 6 wickets,Mohali
2023-10-19,Bengal,Sikkim,Bengal,Bengal won by 9 wickets,Mohali
2023-10-19,Chandigarh,Puducherry,Chandigarh,Chandigarh won by 7 wickets,Mohali
2023-10-19,Jharkhand,Odisha,Jharkhand,Jharkhand won by 6 wickets,Mohali
2023-10-19,Maharashtra,Services,Maharashtra,Maharashtra won by 6 wickets,Mohali
2023-10-21,Bengal,Puducherry,Bengal,Bengal won by 8 wickets,Mohali
2023-10-21,Chandigarh,Odisha,Chandigarh,Chandigarh won by 7 wickets,Mohali
2023-10-21,Maharashtra,Sikkim,Maharashtra,Maharashtra won by 8 wickets,Mohali
2023-10-21,Jharkhand,Services,Jharkhand,Jharkhand won by 6 wickets,Mohali
2023-10-23,Bengal,Chandigarh,Bengal,Bengal won by 7 wickets,Mohali
2023-10-23,Jharkhand,Sikkim,Jharkhand,Jharkhand won by 9 wickets,Mohali
2023-10-23,Maharashtra,Odisha,Maharashtra,Maharashtra won by 7 wickets,Mohali
2023-10-23,Puducherry,Services,Puducherry,Puducherry won by 6 wickets,Mohali
2023-10-25,Chandigarh,Jharkhand,Jharkhand,Jharkhand won by 6 wickets,Mohali
2023-10-25,Maharashtra,Puducherry,Maharashtra,Maharashtra won by 7 wickets,Mohali
2023-10-25,Odisha,Sikkim,Odisha,Odisha won by 8 wickets,Mohali
2023-10-25,Bengal,Services,Bengal,Bengal won by 6 wickets,Mohali
2023-10-27,Bengal,Jharkhand,Bengal,Bengal won by 6 wickets,Mohali
2023-10-27,Chandigarh,Maharashtra,Chandigarh,Chandigarh won by 6 wickets,Mohali
2023-10-27,Puducherry,Sikkim,Puducherry,Puducherry won by 8 wickets,Mohali
2023-10-27,Odisha,Services,Odisha,Odisha won by 6 wickets,Mohali
2023-10-16,Andhra,Arunachal,Andhra,Andhra won by 9 wickets,Ranchi
2023-10-16,Gujarat,Saurashtra,Gujarat,Gujarat won by 7 wickets,Ranchi
2023-10-16,Kerala,Services,Kerala,Kerala won by 6 wickets,Ranchi
2023-10-16,Railways,Tripura,Railways,Railways won by 5 wickets,Ranchi
2023-10-17,Arunachal,Services,Services,Services won by 7 wickets,Ranchi
2023-10-17,Gujarat,Kerala,Kerala,Kerala won by 6 wickets,Ranchi
2023-10-17,Andhra,Saurashtra,Andhra,Andhra won by 6 wickets,Ranchi
2023-10-17,Railways,Tripura,Railways,Railways won by 5 wickets,Ranchi
2023-10-19,Andhra,Services,Andhra,Andhra won by 7 wickets,Ranchi
2023-10-19,Arunachal,Gujarat,Gujarat,Gujarat won by 8 wickets,Ranchi
2023-10-19,Kerala,Saurashtra,Kerala,Kerala won by 6 wickets,Ranchi
2023-10-19,Railways,Tripura,Railways,Railways won by 5 wickets,Ranchi
2023-10-21,Andhra,Gujarat,Gujarat,Gujarat won by 6 wickets,Ranchi
2023-10-21,Arunachal,Kerala,Kerala,Kerala won by 7 wickets,Ranchi
2023-10-21,Saurashtra,Services,Saurashtra,Saurashtra won by 6 wickets,Ranchi
2023-10-21,Railways,Tripura,Railways,Railways won by 5 wickets,Ranchi
2023-10-23,Andhra,Kerala,Kerala,Kerala won by 6 wickets,Ranchi
2023-10-23,Arunachal,Saurashtra,Saurashtra,Saurashtra won by 7 wickets,Ranchi
2023-10-23,Gujarat,Services,Gujarat,Gujarat won by 6 wickets,Ranchi
2023-10-23,Railways,Tripura,Railways,Railways won by 5 wickets,Ranchi
2023-10-25,Arunachal,Gujarat,Gujarat,Gujarat won by 7 wickets,Ranchi
2023-10-25,Kerala,Services,Kerala,Kerala won by 1 run,Ranchi
2023-10-25,Andhra,Saurashtra,Andhra,Andhra won by 6 wickets,Ranchi
2023-10-25,Railways,Tripura,Railways,Railways won by 5 wickets,Ranchi
2023-10-27,Andhra,Gujarat,Gujarat,Gujarat won by 5 wickets,Ranchi
2023-10-27,Arunachal,Kerala,Kerala,Kerala won by 7 wickets,Ranchi
2023-10-27,Saurashtra,Services,Saurashtra,Saurashtra won by 6 wickets,Ranchi
2023-10-27,Railways,Tripura,Railways,Railways won by 5 wickets,Ranchi
2023-10-16,Assam,Bihar,Assam,Assam won by 8 wickets,Dehradun
2023-10-16,Chandigarh,Railways,Chandigarh,Chandigarh won by 7 wickets,Dehradun
2023-10-16,Rajasthan,Tripura,Rajasthan,Rajasthan won by 6 wickets,Dehradun
2023-10-16,Vidarbha,Services,Vidarbha,Vidarbha won by 6 wickets,Dehradun
2023-10-17,Assam,Tripura,Assam,Assam won by 7 wickets,Dehradun
2023-10-17,Bihar,Railways,Bihar,Bihar won by 6 wickets,Dehradun
2023-10-17,Chandigarh,Rajasthan,Rajasthan,Rajasthan won by 5 wickets,Dehradun
2023-10-17,Vidarbha,Services,Vidarbha,Vidarbha won by 6 wickets,Dehradun
2023-10-19,Assam,Railways,Assam,Assam won by 7 wickets,Dehradun
2023-10-19,Bihar,Rajasthan,Rajasthan,Rajasthan won by 6 wickets,Dehradun
2023-10-19,Chandigarh,Tripura,Chandigarh,Chandigarh won by 6 wickets,Dehradun
2023-10-19,Vidarbha,Services,Vidarbha,Vidarbha won by 6 wickets,Dehradun
2023-10-21,Assam,Rajasthan,Rajasthan,Rajasthan won by 5 wickets,Dehradun
2023-10-21,Bihar,Tripura,Bihar,Bihar won by 6 wickets,Dehradun
2023-10-21,Chandigarh,Railways,Chandigarh,Chandigarh won by 6 wickets,Dehradun
2023-10-21,Vidarbha,Services,Vidarbha,Vidarbha won by 6 wickets,Dehradun
2023-10-23,Assam,Chandigarh,Assam,Assam won by 6 wickets,Dehradun
2023-10-23,Bihar,Railways,Bihar,Bihar won by 5 wickets,Dehradun
2023-10-23,Rajasthan,Tripura,Rajasthan,Rajasthan won by 6 wickets,Dehradun
2023-10-23,Vidarbha,Services,Vidarbha,Vidarbha won by 6 wickets,Dehradun
2023-10-25,Assam,Railways,Assam,Assam won by 5 wickets,Dehradun
2023-10-25,Bihar,Rajasthan,Rajasthan,Rajasthan won by 6 wickets,Dehradun
2023-10-25,Chandigarh,Tripura,Chandigarh,Chandigarh won by 5 wickets,Dehradun
2023-10-25,Vidarbha,Services,Vidarbha,Vidarbha won by 6 wickets,Dehradun
2023-10-27,Assam,Chandigarh,Assam,Assam won by 5 wickets,Dehradun
2023-10-27,Bihar,Railways,Bihar,Bihar won by 6 wickets,Dehradun
2023-10-27,Rajasthan,Tripura,Rajasthan,Rajasthan won by 5 wickets,Dehradun
2023-10-27,Vidarbha,Services,Vidarbha,Vidarbha won by 6 wickets,Dehradun
2023-10-31,Assam,Bengal,Bengal,Bengal won by 8 wickets,Mohali
2023-10-31,Delhi,Uttar Pradesh,Delhi,Delhi won by 7 wickets,Mohali
2023-10-31,Gujarat,Mumbai,Mumbai,Mumbai won by 6 wickets,Mohali
2023-10-31,Kerala,Haryana,Kerala,Kerala won by 5 wickets,Mohali
2023-11-02,Assam,Kerala,Assam,Assam won by 6 wickets,Mohali
2023-11-02,Delhi,Mumbai,Delhi,Delhi won by 5 wickets,Mohali
2023-11-02,Baroda,Punjab,Punjab,Punjab won by 5 wickets,Mohali
2023-11-04,Assam,Delhi,Assam,Assam won by 6 wickets,Mohali
2023-11-04,Punjab,Baroda,Punjab,Punjab won by 5 wickets,Mohali
2023-11-06,Punjab,Assam,Punjab,Punjab won by 6 wickets,Mohali
2024-10-17,Mumbai,Services,Mumbai,Mumbai won by 8 wickets,Jaipur
2024-10-17,Rajasthan,Vidarbha,Rajasthan,Rajasthan won by 6 wickets,Jaipur
2024-10-17,Madhya Pradesh,Railways,Madhya Pradesh,Madhya Pradesh won by 23 runs,Jaipur
2024-10-17,Assam,Uttarakhand,Assam,Assam won by 5 wickets,Jaipur
2024-10-18,Mumbai,Vidarbha,Mumbai,Mumbai won by 4 wickets,Jaipur
2024-10-18,Rajasthan,Railways,Rajasthan,Rajasthan won by 7 wickets,Jaipur
2024-10-18,Madhya Pradesh,Uttarakhand,Madhya Pradesh,Madhya Pradesh won by 15 runs,Jaipur
2024-10-18,Assam,Services,Services,Services won by 3 wickets,Jaipur
2024-10-20,Mumbai,Railways,Mumbai,Mumbai won by 6 wickets,Jaipur
2024-10-20,Rajasthan,Uttarakhand,Rajasthan,Rajasthan won by 8 wickets,Jaipur
2024-10-20,Madhya Pradesh,Services,Madhya Pradesh,Madhya Pradesh won by 35 runs,Jaipur
2024-10-20,Assam,Vidarbha,Vidarbha,Vidarbha won by 2 wickets,Jaipur
2024-10-22,Mumbai,Uttarakhand,Mumbai,Mumbai won by 55 runs,Jaipur
2024-10-22,Rajasthan,Services,Rajasthan,Rajasthan won by 4 wickets,Jaipur
2024-10-22,Madhya Pradesh,Vidarbha,Vidarbha,Vidarbha won by 5 wickets,Jaipur
2024-10-22,Assam,Railways,Assam,Assam won by 6 wickets,Jaipur
2024-10-24,Mumbai,Madhya Pradesh,Mumbai,Mumbai won by 7 wickets,Jaipur
2024-10-24,Rajasthan,Assam,Rajasthan,Rajasthan won by 18 runs,Jaipur
2024-10-24,Vidarbha,Services,Vidarbha,Vidarbha won by 4 wickets,Jaipur
2024-10-24,Railways,Uttarakhand,Railways,Railways won by 2 wickets,Jaipur
2024-10-26,Mumbai,Assam,Mumbai,Mumbai won by 3 wickets,Jaipur
2024-10-26,Rajasthan,Madhya Pradesh,Rajasthan,Rajasthan won by 5 wickets,Jaipur
2024-10-26,Vidarbha,Railways,Vidarbha,Vidarbha won by 7 wickets,Jaipur
2024-10-26,Services,Uttarakhand,Services,Services won by 6 wickets,Jaipur
2024-10-28,Mumbai,Rajasthan,Mumbai,Mumbai won by 1 wicket,Jaipur
2024-10-28,Vidarbha,Uttarakhand,Vidarbha,Vidarbha won by 8 wickets,Jaipur
2024-10-28,Madhya Pradesh,Assam,Madhya Pradesh,Madhya Pradesh won by 12 runs,Jaipur
2024-10-28,Railways,Services,Railways,Railways won by 5 wickets,Jaipur
2024-10-17,Delhi,Manipur,Delhi,Delhi won by 10 wickets,Mohali
2024-10-17,Hyderabad,Punjab,Punjab,Punjab won by 6 wickets,Mohali
2024-10-17,Goa,Tripura,Goa,Goa won by 7 wickets,Mohali
2024-10-17,Puducherry,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh won by 8 wickets,Mohali
2024-10-18,Delhi,Punjab,Delhi,Delhi won by 4 wickets,Mohali
2024-10-18,Hyderabad,Tripura,Hyderabad,Hyderabad won by 5 wickets,Mohali
2024-10-18,Goa,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh won by 7 wickets,Mohali
2024-10-18,Puducherry,Manipur,Puducherry,Puducherry won by 9 wickets,Mohali
2024-10-20,Delhi,Tripura,Delhi,Delhi won by 6 wickets,Mohali
2024-10-20,Hyderabad,Uttar Pradesh,Hyderabad,Hyderabad won by 2 runs,Mohali
2024-10-20,Goa,Manipur,Goa,Goa won by 8 wickets,Mohali
2024-10-20,Puducherry,Punjab,Punjab,Punjab won by 7 wickets,Mohali
2024-10-22,Delhi,Hyderabad,Delhi,Delhi won by 7 wickets,Mohali
2024-10-22,Tripura,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh won by 9 wickets,Mohali
2024-10-22,Goa,Puducherry,Goa,Goa won by 6 wickets,Mohali
2024-10-22,Punjab,Manipur,Punjab,Punjab won by 10 wickets,Mohali
2024-10-24,Delhi,Goa,Delhi,Delhi won by 25 runs,Mohali
2024-10-24,Hyderabad,Puducherry,Hyderabad,Hyderabad won by 7 wickets,Mohali
2024-10-24,Tripura,Manipur,Tripura,Tripura won by 8 wickets,Mohali
2024-10-24,Punjab,Uttar Pradesh,Punjab,Punjab won by 3 wickets,Mohali
2024-10-26,Delhi,Puducherry,Delhi,Delhi won by 5 wickets,Mohali
2024-10-26,Hyderabad,Goa,Hyderabad,Hyderabad won by 6 wickets,Mohali
2024-10-26,Tripura,Punjab,Punjab,Punjab won by 8 wickets,Mohali
2024-10-26,Uttar Pradesh,Manipur,Uttar Pradesh,Uttar Pradesh won by 10 wickets,Mohali
2024-10-28,Delhi,Uttar Pradesh,Delhi,Delhi won by 6 wickets,Mohali
2024-10-28,Hyderabad,Punjab,Punjab,Punjab won by 4 wickets,Mohali
2024-10-28,Goa,Tripura,Goa,Goa won by 3 runs,Mohali
2024-10-28,Puducherry,Manipur,Puducherry,Puducherry won by 8 wickets,Mohali
2024-10-17,Karnataka,Meghalaya,Karnataka,Karnataka won by 10 wickets,Ranchi
2024-10-17,Haryana,Jammu & Kashmir,Haryana,Haryana won by 5 wickets,Ranchi
2024-10-17,Arunachal,Kerala,Kerala,Kerala won by 9 wickets,Ranchi
2024-10-17,Maharashtra,Services,Maharashtra,Maharashtra won by 6 wickets,Ranchi
2024-10-18,Karnataka,Jammu & Kashmir,Karnataka,Karnataka won by 7 wickets,Ranchi
2024-10-18,Haryana,Kerala,Haryana,Haryana won by 4 wickets,Ranchi
2024-10-18,Arunachal,Services,Services,Services won by 8 wickets,Ranchi
2024-10-18,Maharashtra,Meghalaya,Maharashtra,Maharashtra won by 9 wickets,Ranchi
2024-10-20,Karnataka,Kerala,Karnataka,Karnataka won by 25 runs,Ranchi
2024-10-20,Haryana,Services,Haryana,Haryana won by 6 wickets,Ranchi
2024-10-20,Arunachal,Meghalaya,Meghalaya,Meghalaya won by 7 wickets,Ranchi
2024-10-20,Maharashtra,Jammu & Kashmir,Maharashtra,Maharashtra won by 8 wickets,Ranchi
2024-10-22,Karnataka,Haryana,Karnataka,Karnataka won by 5 wickets,Ranchi
2024-10-22,Kerala,Services,Kerala,Kerala won by 7 wickets,Ranchi
2024-10-22,Arunachal,Maharashtra,Maharashtra,Maharashtra won by 10 wickets,Ranchi
2024-10-22,Meghalaya,Jammu & Kashmir,Jammu & Kashmir,Jammu & Kashmir won by 8 wickets,Ranchi
2024-10-24,Karnataka,Services,Karnataka,Karnataka won by 6 wickets,Ranchi
2024-10-24,Haryana,Maharashtra,Haryana,Haryana won by 2 wickets,Ranchi
2024-10-24,Arunachal,Jammu & Kashmir,Jammu & Kashmir,Jammu & Kashmir won by 9 wickets,Ranchi
2024-10-24,Meghalaya,Kerala,Kerala,Kerala won by 8 wickets,Ranchi
2024-10-26,Karnataka,Arunachal,Karnataka,Karnataka won by 10 wickets,Ranchi
2024-10-26,Haryana,Meghalaya,Haryana,Haryana won by 8 wickets,Ranchi
2024-10-26,Jammu & Kashmir,Services,Jammu & Kashmir,Jammu & Kashmir won by 7 wickets,Ranchi
2024-10-26,Maharashtra,Kerala,Maharashtra,Maharashtra won by 3 wickets,Ranchi
2024-10-28,Karnataka,Maharashtra,Karnataka,Karnataka won by 6 wickets,Ranchi
2024-10-28,Haryana,Arunachal,Haryana,Haryana won by 9 wickets,Ranchi
2024-10-28,Jammu & Kashmir,Kerala,Kerala,Kerala won by 5 wickets,Ranchi
2024-10-28,Meghalaya,Services,Services,Services won by 8 wickets,Ranchi
2024-10-17,Bengal,Sikkim,Bengal,Bengal won by 10 wickets,Ahmedabad
2024-10-17,Chandigarh,Jharkhand,Chandigarh,Chandigarh won by 6 wickets,Ahmedabad
2024-10-17,Odisha,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 7 wickets,Ahmedabad
2024-10-17,Chhattisgarh,Puducherry,Chhattisgarh,Chhattisgarh won by 5 wickets,Ahmedabad
2024-10-18,Bengal,Jharkhand,Bengal,Bengal won by 7 wickets,Ahmedabad
2024-10-18,Chandigarh,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 8 wickets,Ahmedabad
2024-10-18,Odisha,Puducherry,Odisha,Odisha won by 6 wickets,Ahmedabad
2024-10-18,Chhattisgarh,Sikkim,Chhattisgarh,Chhattisgarh won by 9 wickets,Ahmedabad
2024-10-20,Bengal,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 5 wickets,Ahmedabad
2024-10-20,Chandigarh,Puducherry,Chandigarh,Chandigarh won by 7 wickets,Ahmedabad
2024-10-20,Odisha,Sikkim,Odisha,Odisha won by 10 wickets,Ahmedabad
2024-10-20,Chhattisgarh,Jharkhand,Jharkhand,Jharkhand won by 6 wickets,Ahmedabad
2024-10-22,Bengal,Puducherry,Bengal,Bengal won by 8 wickets,Ahmedabad
2024-10-22,Chandigarh,Sikkim,Chandigarh,Chandigarh won by 9 wickets,Ahmedabad
2024-10-22,Odisha,Jharkhand,Jharkhand,Jharkhand won by 7 wickets,Ahmedabad
2024-10-22,Chhattisgarh,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 6 wickets,Ahmedabad
2024-10-24,Bengal,Chandigarh,Bengal,Bengal won by 4 wickets,Ahmedabad
2024-10-24,Puducherry,Sikkim,Puducherry,Puducherry won by 8 wickets,Ahmedabad
2024-10-24,Odisha,Chhattisgarh,Odisha,Odisha won by 3 wickets,Ahmedabad
2024-10-24,Jharkhand,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 7 wickets,Ahmedabad
2024-10-26,Bengal,Odisha,Bengal,Bengal won by 6 wickets,Ahmedabad
2024-10-26,Puducherry,Jharkhand,Jharkhand,Jharkhand won by 5 wickets,Ahmedabad
2024-10-26,Sikkim,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 9 wickets,Ahmedabad
2024-10-26,Chandigarh,Chhattisgarh,Chandigarh,Chandigarh won by 2 runs,Ahmedabad
2024-10-28,Bengal,Chhattisgarh,Bengal,Bengal won by 7 wickets,Ahmedabad
2024-10-28,Puducherry,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 8 wickets,Ahmedabad
2024-10-28,Sikkim,Jharkhand,Jharkhand,Jharkhand won by 10 wickets,Ahmedabad
2024-10-28,Chandigarh,Odisha,Chandigarh,Chandigarh won by 6 wickets,Ahmedabad
2024-11-01,Mumbai,Punjab,Punjab,Punjab won by 5 wickets,Mohali
2024-11-01,Delhi,Baroda,Delhi,Delhi won by 27 runs,Mohali
2024-11-01,Karnataka,Vidarbha,Karnataka,Karnataka won by 6 wickets,Mohali
2024-11-01,Tamil Nadu,Haryana,Tamil Nadu,Tamil Nadu won by 5 wickets,Mohali
2024-11-03,Punjab,Delhi,Punjab,Punjab won by 6 wickets,Kolkata
2024-11-03,Karnataka,Tamil Nadu,Karnataka,Karnataka won by 4 wickets,Kolkata
2024-11-05,Punjab,Karnataka,Punjab,Punjab won by 4 wickets,Kolkata
